global_step,epoch,sample/unique_count,sample/duplicate_count,sample/duplicate_frac,sample/label0_count,sample/label1_count,sample/fallback_count,sample/mean_p,sample/min_p,sample/max_p,sample/mean_bucket_size,sample/resample_count_sum,sampler/unique_count_batch,sampler/duplicate_count_batch,sampler/duplicate_frac_batch,sampler/label0_count_batch,sampler/label1_count_batch
1,0.0,32,0,0.0,15,17,0,0.005790132033950615,4.862903618041941e-05,0.034448556719302866,62.25,0,32,0,0.0,15,17
2,0.008695652173913044,32,0,0.0,14,18,0,0.005963467571554525,4.466647663597866e-05,0.03716290666301544,74.03125,0,32,0,0.0,14,18
3,0.017391304347826087,32,0,0.0,10,22,0,0.005385066111186927,8.025925417883962e-05,0.03446961432792659,84.21875,0,32,0,0.0,10,22
4,0.02608695652173913,32,0,0.0,10,22,0,0.006196290217497041,4.2429264950944807e-05,0.03578938482951888,75.8125,0,32,0,0.0,10,22
5,0.034782608695652174,32,0,0.0,12,20,0,0.003737149360148041,3.114455697488931e-05,0.029209160062977493,197.625,0,32,0,0.0,12,20
6,0.043478260869565216,32,0,0.0,11,21,0,0.00490964645864596,2.9235282953100854e-05,0.03328126587378848,159.625,0,32,0,0.0,11,21
7,0.05217391304347826,32,0,0.0,9,23,0,0.0036503139695422916,3.0332970360505175e-05,0.033281177950047244,107.0,0,32,0,0.0,9,23
8,0.06086956521739131,32,0,0.0,9,23,0,0.005098871214906446,3.078906454642752e-05,0.037187128036822864,161.15625,0,32,0,0.0,9,23
9,0.06956521739130435,32,0,0.0,8,24,0,0.0051283584213694215,4.742735537034801e-05,0.037191021718153104,137.65625,0,32,0,0.0,8,24
10,0.0782608695652174,32,0,0.0,15,17,0,0.005568070720982345,3.105193739710018e-05,0.03446882357198079,128.71875,0,32,0,0.0,15,17
11,0.08695652173913043,32,0,0.0,9,23,0,0.006557907012440224,3.165765042018703e-05,0.034468600823655604,148.84375,0,32,0,0.0,9,23
12,0.09565217391304348,32,0,0.0,11,21,0,0.003981882691952291,4.778330637533668e-05,0.037200960478102715,132.15625,0,32,0,0.0,11,21
13,0.10434782608695652,32,0,0.0,12,20,0,0.00547204751981478,4.874782378753725e-05,0.03581940641774062,94.875,0,32,0,0.0,12,20
14,0.11304347826086956,32,0,0.0,12,20,0,0.006101643952172371,3.191444137226158e-05,0.03446764809150248,162.875,0,32,0,0.0,12,20
15,0.12173913043478261,32,0,0.0,11,21,0,0.005252633858298243,2.9820037027465437e-05,0.03446735898802619,129.96875,0,32,0,0.0,11,21
16,0.13043478260869565,32,0,0.0,7,25,0,0.006859228150684049,3.0816295989405536e-05,0.03582392763532573,116.78125,0,32,0,0.0,7,25
17,0.1391304347826087,32,0,0.0,13,19,0,0.006554821499067304,3.120146958060995e-05,0.037209502482432384,111.09375,0,32,0,0.0,13,19
18,0.14782608695652175,32,0,0.0,11,21,0,0.004974430065700121,3.141666394251887e-05,0.03446648567488986,84.375,0,32,0,0.0,11,21
19,0.1565217391304348,32,0,0.0,11,21,0,0.006746551468548717,3.09363255476949e-05,0.037210670102523144,90.5,0,32,0,0.0,11,21
