global_step,epoch,sample/unique_count,sample/duplicate_count,sample/duplicate_frac,sample/label0_count,sample/label1_count,sample/fallback_count,sample/mean_p,sample/min_p,sample/max_p,sample/mean_bucket_size,sample/resample_count_sum,sampler/unique_count_batch,sampler/duplicate_count_batch,sampler/duplicate_frac_batch,sampler/label0_count_batch,sampler/label1_count_batch
1,0.0,32,0,0.0,11,21,0,0.0018298463752030307,2.7212577152937577e-05,0.023441065573681953,504.78125,0,32,0,0.0,11,21
2,0.008695652173913044,32,0,0.0,10,22,0,0.0033576195224979026,3.437803522602639e-05,0.02344346708153833,262.25,0,32,0,0.0,10,22
3,0.017391304347826087,32,0,0.0,10,22,0,0.0016784761025317868,2.867696340426225e-05,0.011858315691858532,507.90625,0,32,0,0.0,10,22
4,0.02608695652173913,32,0,0.0,8,24,0,0.005096705616802834,2.7446418300221377e-05,0.065746656572642,373.90625,0,32,0,0.0,8,24
5,0.034782608695652174,32,0,0.0,14,18,0,0.004705559618668631,5.4247164165070126e-05,0.07076032096503813,175.75,0,32,0,0.0,14,18
6,0.043478260869565216,32,0,0.0,15,17,0,0.0037810452533646073,3.111257147951663e-05,0.06575953923847179,330.1875,0,32,0,0.0,15,17
7,0.05217391304347826,32,0,0.0,15,17,0,0.002804885693930736,2.8295346364390524e-05,0.0218045097512752,316.09375,0,32,0,0.0,15,17
8,0.06086956521739131,32,0,0.0,12,20,0,0.005827577163554544,2.8360817830136254e-05,0.06496701551951813,299.375,0,32,0,0.0,12,20
9,0.06956521739130435,32,0,0.0,11,21,0,0.004865403986440605,2.6314637661712884e-05,0.07078632132919148,538.5,0,32,0,0.0,11,21
10,0.0782608695652174,32,0,0.0,12,20,0,0.0037384582565939675,3.516727517146e-05,0.07079192051545193,280.4375,0,32,0,0.0,12,20
11,0.08695652173913043,32,0,0.0,14,18,0,0.005286290874385058,2.9502274809029292e-05,0.07079699533741769,343.875,0,32,0,0.0,14,18
12,0.09565217391304348,32,0,0.0,14,18,0,0.00773026672532661,5.711611353220921e-05,0.07080147596152839,201.375,0,32,0,0.0,14,18
13,0.10434782608695652,32,0,0.0,12,20,0,0.002744459059246532,2.8673979669565538e-05,0.02328660902079624,299.65625,0,32,0,0.0,12,20
14,0.11304347826086956,32,0,0.0,13,19,0,0.004996967443337056,3.084093030521146e-05,0.07080864450172752,355.5,0,32,0,0.0,13,19
15,0.12173913043478261,32,0,0.0,11,21,0,0.0019695358856936834,2.8768304612100497e-05,0.01885085856367224,543.28125,0,32,0,0.0,11,21
16,0.13043478260869565,32,0,0.0,12,20,0,0.0041256188736597185,4.898927486051374e-05,0.03582698502365374,171.71875,0,32,0,0.0,12,20
