global_step,epoch,sample/unique_count,sample/duplicate_count,sample/duplicate_frac,sample/label0_count,sample/label1_count,sample/fallback_count,sample/mean_p,sample/min_p,sample/max_p,sample/mean_bucket_size,sample/resample_count_sum,sampler/unique_count_batch,sampler/duplicate_count_batch,sampler/duplicate_frac_batch,sampler/label0_count_batch,sampler/label1_count_batch
1,0.0,32,0,0.0,16,16,0,0.003008977704040715,1.1345046456122151e-05,0.014210701698094724,127.53125,0,32,0,0.0,16,16
2,0.008695652173913044,32,0,0.0,13,19,0,0.004546328561021775,1.103813156972254e-05,0.0180307906215114,124.5625,0,32,0,0.0,13,19
3,0.017391304347826087,32,0,0.0,8,24,0,0.005042750400214213,2.7334371985713103e-05,0.01876512375764516,86.65625,0,32,0,0.0,8,24
4,0.02608695652173913,32,0,0.0,13,19,0,0.0038109972665240008,1.1083069482197762e-05,0.0180692750824154,194.09375,0,32,0,0.0,13,19
5,0.034782608695652174,32,0,0.0,15,17,0,0.00399419045775808,2.9176970324647427e-05,0.018768988442402667,61.8125,0,32,0,0.0,15,17
6,0.043478260869565216,32,0,0.0,6,26,0,0.004972620224658416,1.1042200009206261e-05,0.018037088113280975,184.9375,0,32,0,0.0,6,26
7,0.05217391304347826,32,0,0.0,12,20,0,0.004799351703721534,1.2201034339157047e-05,0.01892346507475686,116.78125,0,32,0,0.0,12,20
8,0.06086956521739131,32,0,0.0,12,20,0,0.003997397260073705,2.464743491116699e-05,0.018774526672792745,60.28125,0,32,0,0.0,12,20
9,0.06956521739130435,32,0,0.0,14,18,0,0.004295059854852967,1.0541119756691388e-05,0.01842372865344196,136.5625,0,32,0,0.0,14,18
10,0.0782608695652174,32,0,0.0,13,19,0,0.005339524484215584,2.5174206486939018e-05,0.017717199807686202,34.15625,0,32,0,0.0,13,19
11,0.08695652173913043,32,0,0.0,8,24,0,0.0035961963355040888,1.1487673583754304e-05,0.01771825910608235,120.625,0,32,0,0.0,8,24
12,0.09565217391304348,32,0,0.0,12,20,0,0.003740525863671885,1.0822575836368286e-05,0.018044856972859444,91.78125,0,32,0,0.0,12,20
13,0.10434782608695652,32,0,0.0,8,24,0,0.005405541195342225,1.2002108065993176e-05,0.018082730194156123,71.34375,0,32,0,0.0,8,24
14,0.11304347826086956,32,0,0.0,9,23,0,0.004247716027015014,1.1118476824059184e-05,0.018392392026664182,92.0625,0,32,0,0.0,9,23
15,0.12173913043478261,32,0,0.0,8,24,0,0.0043861304071488375,1.1280354775180212e-05,0.018783297761234823,131.625,0,32,0,0.0,8,24
16,0.13043478260869565,32,0,0.0,11,21,0,0.004007594311394516,9.365279543326471e-05,0.018047423719447966,32.0,0,32,0,0.0,11,21
17,0.1391304347826087,32,0,0.0,13,19,0,0.0035664685909799513,1.1437816807196845e-05,0.01878439890040912,86.125,0,32,0,0.0,13,19
18,0.14782608695652175,32,0,0.0,8,24,0,0.00361024595245016,1.1408066140502326e-05,0.01843185073575015,188.75,0,32,0,0.0,8,24
19,0.1565217391304348,32,0,0.0,14,18,0,0.005130163255918069,1.1397029886168182e-05,0.01878495169651,137.90625,0,32,0,0.0,14,18
20,0.16521739130434782,32,0,0.0,12,20,0,0.004700129501653519,1.0426756007704969e-05,0.018924901193556037,87.125,0,32,0,0.0,12,20
21,0.17391304347826086,32,0,0.0,13,19,0,0.00473127970373129,8.665084452481653e-05,0.018784988031008327,40.71875,0,32,0,0.0,13,19
22,0.1826086956521739,32,0,0.0,9,23,0,0.003251954196705275,1.0562337566669531e-05,0.014198210088099567,220.09375,0,32,0,0.0,9,23
23,0.19130434782608696,32,0,0.0,17,15,0,0.0037794263285127984,1.1192589093670887e-05,0.017721646985567635,117.4375,0,32,0,0.0,17,15
24,0.2,32,0,0.0,14,18,0,0.004662981143035084,1.0669830205572138e-05,0.018431258767815834,84.53125,0,32,0,0.0,14,18
25,0.20869565217391303,32,0,0.0,11,21,0,0.0034614301899009514,1.1048763281827178e-05,0.0184306753075657,214.65625,0,32,0,0.0,11,21
26,0.21739130434782608,32,0,0.0,12,20,0,0.00569781088910205,2.4302965023730883e-05,0.018782839466762246,54.375,0,32,0,0.0,12,20
27,0.22608695652173913,32,0,0.0,14,18,0,0.0035583547357001767,1.1567850805202227e-05,0.018429304635433123,107.875,0,32,0,0.0,14,18
28,0.23478260869565218,32,0,0.0,13,19,0,0.004577037925554592,2.540672472912567e-05,0.01808235320959713,66.5625,0,32,0,0.0,13,19
