global_step,epoch,train/loss,time/wall_clock_sec,time/step_time_sec,sampler/query_norm,correction/weight_mean,correction/weight_min,correction/weight_max,correction/weight_clipped_frac,lsh/refresh_count,lsh/refresh_time_sec,sampler/p_mean,sampler/p_min,sampler/p_max,sampler/cp_mean,sampler/cpK_mean,sampler/bucket_size_mean,sampler/bucket_size_max,sampler/attempts_mean,sampler/fallback_rate,sampler/probability_clamped_frac,sampler/unique_count,sampler/duplicate_count,sampler/duplicate_frac,sampler/resample_count_mean,sample/unique_count,sample/duplicate_count,sample/duplicate_frac,sample/label0_count,sample/label1_count,sample/fallback_count,sample/mean_p,sample/min_p,sample/max_p,sample/mean_bucket_size,sample/resample_count_sum,sampler/unique_count_batch,sampler/duplicate_count_batch,sampler/duplicate_frac_batch,sampler/label0_count_batch,sampler/label1_count_batch,sampler/coverage_so_far,lsh/initial_refresh_time_sec,lsh/representation_norm_mean,lsh/representation_norm_std,lsh/representation_cosine_mean,lsh/representation_cosine_drift_mean,lsh/representation_cosine_drift_p95,lsh/bucket_assignment_changed_frac
1,0.0,0.7784002423286438,0.4306657314300537,0.42998719215393066,0.803254246711731,1.0,1.0,1.0,0.0,1,0.0,0.003008977704040715,1.1345046456122151e-05,0.014210701698094724,0.5008364808528047,0.015855714282509974,127.53125,1556.0,2.09375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,16,16,0,0.003008977704040715,1.1345046456122151e-05,0.014210701698094724,127.53125,0,32,0,0.0,16,16,0.008724100327153763,12.910023212432861,,,,,,
2,0.008695652173913044,0.8286601305007935,0.5400359630584717,0.09922480583190918,0.8032132983207703,1.0,1.0,1.0,0.0,1,0.0,0.004546328561021775,1.103813156972254e-05,0.0180307906215114,0.502654689977853,0.016202418745308464,124.5625,1556.0,1.8125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.004546328561021775,1.103813156972254e-05,0.0180307906215114,124.5625,0,32,0,0.0,13,19,0.014994547437295528,,,,,,,
3,0.017391304347826087,0.921108603477478,0.7728800773620605,0.10326623916625977,0.803173840045929,1.0,1.0,1.0,0.0,1,0.0,0.005042750400214213,2.7334371985713103e-05,0.01876512375764516,0.5057143470019714,0.016807101130874847,86.65625,665.0,1.84375,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,8,24,0,0.005042750400214213,2.7334371985713103e-05,0.01876512375764516,86.65625,0,32,0,0.0,8,24,0.02044711014176663,,,,,,,
4,0.02608695652173913,0.79386967420578,1.0219409465789795,0.11082077026367188,0.8031363487243652,1.0,1.0,1.0,0.0,1,0.0,0.0038109972665240008,1.1083069482197762e-05,0.0180692750824154,0.5038993477043905,0.016477414026992432,194.09375,1558.0,1.53125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.0038109972665240008,1.1083069482197762e-05,0.0180692750824154,194.09375,0,32,0,0.0,13,19,0.0242639040348964,,,,,,,
5,0.034782608695652174,0.7329403162002563,1.2637951374053955,0.10603952407836914,0.8031010627746582,1.0,1.0,1.0,0.0,1,0.0,0.00399419045775808,2.9176970324647427e-05,0.018768988442402667,0.5014928959714673,0.016001925742759267,61.8125,665.0,2.0625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,15,17,0,0.00399419045775808,2.9176970324647427e-05,0.018768988442402667,61.8125,0,32,0,0.0,15,17,0.029443838604143947,,,,,,,
6,0.043478260869565216,0.832595944404602,1.5113823413848877,0.11214685440063477,0.8030696511268616,1.0,1.0,1.0,0.0,1,0.0,0.004972620224658416,1.1042200009206261e-05,0.018037088113280975,0.5065729056582913,0.01696252329663499,184.9375,1557.0,2.3125,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,6,26,0,0.004972620224658416,1.1042200009206261e-05,0.018037088113280975,184.9375,0,32,0,0.0,6,26,0.03271537622682661,,,,,,,
7,0.05217391304347826,0.7180427312850952,1.7538292407989502,0.11159348487854004,0.8030387759208679,1.0,1.0,1.0,0.0,1,0.0,0.004799351703721534,1.2201034339157047e-05,0.01892346507475686,0.5037363062744908,0.016416289116224544,116.78125,1557.0,1.90625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.004799351703721534,1.2201034339157047e-05,0.01892346507475686,116.78125,0,32,0,0.0,12,20,0.03707742639040349,,,,,,,
8,0.06086956521739131,0.7079304456710815,2.0050861835479736,0.11759305000305176,0.803011953830719,1.0,1.0,1.0,0.0,1,0.0,0.003997397260073705,2.464743491116699e-05,0.018774526672792745,0.5028736423893283,0.016253953937167432,60.28125,667.0,1.875,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.003997397260073705,2.464743491116699e-05,0.018774526672792745,60.28125,0,32,0,0.0,12,20,0.04143947655398037,,,,,,,
9,0.06956521739130435,0.658682644367218,2.246234178543091,0.11354565620422363,0.8029887676239014,1.0,1.0,1.0,0.0,1,0.0,0.004295059854852967,1.0541119756691388e-05,0.01842372865344196,0.5027246983730269,0.016213798417855026,136.5625,1556.0,1.90625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,14,18,0,0.004295059854852967,1.0541119756691388e-05,0.01842372865344196,136.5625,0,32,0,0.0,14,18,0.04443838604143947,,,,,,,
10,0.0782608695652174,0.6429473757743835,2.4880025386810303,0.1151883602142334,0.8029705882072449,1.0,1.0,1.0,0.0,1,0.0,0.005339524484215584,2.5174206486939018e-05,0.017717199807686202,0.5035332125646241,0.016384942879676047,34.15625,667.0,1.625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.005339524484215584,2.5174206486939018e-05,0.017717199807686202,34.15625,0,32,0,0.0,13,19,0.04661941112322792,,,,,,,
11,0.08695652173913043,0.5751249194145203,2.73052716255188,0.11647295951843262,0.8029571175575256,1.0,1.0,1.0,0.0,1,0.0,0.0035961963355040888,1.1487673583754304e-05,0.01771825910608235,0.5066693520226517,0.016971996365311624,120.625,1553.0,1.96875,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,8,24,0,0.0035961963355040888,1.1487673583754304e-05,0.01771825910608235,120.625,0,32,0,0.0,8,24,0.05043620501635769,,,,,,,
12,0.09565217391304348,0.6004454493522644,2.9933230876922607,0.1324443817138672,0.8029494285583496,1.0,1.0,1.0,0.0,1,0.0,0.003740525863671885,1.0822575836368286e-05,0.018044856972859444,0.5037741758531133,0.016413858333647405,91.78125,1558.0,1.90625,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.003740525863671885,1.0822575836368286e-05,0.018044856972859444,91.78125,0,32,0,0.0,12,20,0.05288985823336968,,,,,,,
